EmployerId,Offered,Status,QuoteDate
478605151,ProductX,Lost,2018-10-11
212765942,ProductX,Lost,2018-04-10
371020793,ProductX,Lost,2018-12-04
536298300,ProductX,Lost,2018-11-18
827885,ProductX,Lost,2019-10-21
257030503,ProductX,Lost,2019-01-29
646895,ProductX,Lost,2018-12-01
254099926,ProductX,Lost,2018-08-24
245813207,ProductX,Lost,2018-08-28
163252825,ProductX,Lost,2019-12-16
254481867,ProductX,Sold,2019-03-17
528301,ProductX,Lost,2018-10-03
650278288,ProductX,Lost,2018-03-11
2204244,ProductX,Lost,2019-05-19
554986859,ProductX,Lost,2018-07-26
452440172,ProductX,Lost,2018-05-01
517210,ProductX,Sold,2018-04-08
205430146,ProductX,Lost,2018-10-30
578519874,ProductX,Lost,2019-07-11
353144806,ProductX,Lost,2019-09-21
651701519,ProductX,Lost,2018-04-13
269476973,ProductX,Lost,2018-07-16
514629169,ProductX,Lost,2019-09-28
27348859,ProductX,Lost,2019-10-10
777883,ProductX,Lost,2018-10-29
688622601,ProductX,Lost,2019-01-26
592951135,ProductX,Lost,2018-09-13
650365445,ProductX,Lost,2018-04-27
594270217,ProductX,Sold,2019-09-02
642721,ProductX,Lost,2019-02-02
752230,ProductX,Lost,2019-10-21
659175491,ProductX,Sold,2019-12-13
649594155,ProductX,Lost,2018-07-28
313039711,ProductX,Lost,2019-07-04
696861501,ProductX,Lost,2019-04-19
56317360,ProductX,Sold,2018-02-05
737666,ProductX,Lost,2018-10-25
515972785,ProductX,Sold,2018-01-13
483504,ProductX,Lost,2018-03-15
397057112,ProductX,Sold,2018-03-16
650568125,ProductX,Lost,2018-02-01
705641900,ProductX,Sold,2018-02-03
592932,ProductX,Sold,2018-01-29
684019865,ProductX,Lost,2019-08-15
542570060,ProductX,Lost,2019-02-18
642062411,ProductX,Sold,2019-10-02
580779156,ProductX,Sold,2018-03-19
195572971,ProductX,Lost,2019-10-12
50935042,ProductX,Lost,2019-06-12
625999521,ProductX,Sold,2019-08-23
606024444,ProductX,Lost,2018-07-25
587591713,ProductX,Lost,2019-11-09
672932954,ProductX,Lost,2018-10-08
189437677,ProductX,Lost,2019-11-03
229017942,ProductX,Lost,2019-02-07
494201,ProductX,Sold,2018-05-05
221964957,ProductX,Lost,2019-04-10
517870,ProductX,Lost,2019-07-28
390046033,ProductX,Lost,2019-06-25
842620,ProductX,Lost,2019-08-27
61632692,ProductX,Lost,2018-12-26
596467574,ProductX,Lost,2018-02-09
672308,ProductX,Lost,2019-04-28
36747069,ProductX,Lost,2019-04-10
514864,ProductX,Lost,2019-02-27
281993543,ProductX,Lost,2018-10-05
547931825,ProductX,Sold,2019-02-16
537008,ProductX,Lost,2019-09-30
464711,ProductX,Lost,2019-11-23
76717334,ProductX,Lost,2018-12-08
461674090,ProductX,Lost,2019-10-04
657598591,ProductX,Sold,2019-05-16
565421428,ProductX,Lost,2019-09-16
579595,ProductX,Lost,2019-04-16
548466730,ProductX,Lost,2018-09-29
465124,ProductX,Lost,2018-05-19
22708839,ProductX,Lost,2019-04-18
479537,ProductX,Lost,2018-09-28
417475594,ProductX,Lost,2019-12-31
534644865,ProductX,Sold,2018-03-29
528069294,ProductX,Lost,2019-05-04
367233397,ProductX,Sold,2018-06-30
660051330,ProductX,Sold,2018-10-04
506643489,ProductX,Sold,2018-10-26
441168,ProductX,Lost,2018-08-21
646017,ProductX,Lost,2019-10-24
461400836,ProductX,Lost,2018-11-24
432650924,ProductX,Lost,2019-11-27
694285031,ProductX,Lost,2019-12-13
437853494,ProductX,Lost,2018-04-05
472820,ProductX,Lost,2018-04-21
595692934,ProductX,Sold,2019-12-05
708199038,ProductX,Sold,2019-07-26
638308050,ProductX,Sold,2018-09-23
344273667,ProductX,Sold,2019-12-12
834769,ProductX,Sold,2019-05-04
446567955,ProductX,Lost,2018-11-21
383027618,ProductX,Lost,2019-01-20
493134,ProductX,Lost,2019-09-19
198953343,ProductX,Lost,2018-02-28
468770266,ProductX,Lost,2019-01-03
306493115,ProductX,Sold,2019-05-12
341032694,ProductX,Sold,2018-08-27
447465,ProductX,Lost,2019-03-15
442297095,ProductX,Lost,2018-05-02
634912379,ProductX,Lost,2018-10-24
466578,ProductX,Lost,2018-05-20
408151236,ProductX,Lost,2018-03-06
460714,ProductX,Lost,2018-12-18
779909,ProductX,Lost,2018-03-14
650277972,ProductX,Lost,2018-07-12
622606587,ProductX,Sold,2018-01-12
624583467,ProductX,Lost,2019-10-12
624442288,ProductX,Lost,2018-06-09
352832970,ProductX,Lost,2018-08-21
635179767,ProductX,Sold,2019-02-14
139392525,ProductX,Lost,2018-04-15
624768814,ProductX,Sold,2019-02-20
699789,ProductX,Lost,2018-05-24
533878,ProductX,Lost,2019-07-30
635350028,ProductX,Lost,2019-07-07
673938,ProductX,Lost,2019-04-07
636392331,ProductX,Lost,2019-12-15
229915699,ProductX,Lost,2018-10-27
795936,ProductX,Lost,2019-06-28
637847371,ProductX,Lost,2019-07-12
684897694,ProductX,Lost,2018-01-10
405454146,ProductX,Sold,2019-08-19
473062452,ProductX,Lost,2018-03-10
526424,ProductX,Lost,2019-12-23
621160338,ProductX,Sold,2019-08-09
551048,ProductX,Lost,2018-02-03
450590370,ProductX,Lost,2019-09-07
320376473,ProductX,Sold,2019-08-09
565628345,ProductX,Lost,2019-03-09
763040,ProductX,Lost,2019-08-14
504903,ProductX,Lost,2018-04-10
513025,ProductX,Sold,2019-06-20
694247,ProductX,Lost,2019-07-18
596038332,ProductX,Lost,2018-06-09
651259129,ProductX,Sold,2018-02-19
604357804,ProductX,Sold,2018-02-15
698279513,ProductX,Sold,2019-08-28
488939,ProductX,Lost,2018-01-19
703606833,ProductX,Sold,2018-06-27
23936194,ProductX,Lost,2018-08-09
703377242,ProductX,Sold,2018-05-17
316609701,ProductX,Lost,2019-12-16
736875,ProductX,Lost,2018-04-03
594287723,ProductX,Sold,2019-06-15
455326280,ProductX,Lost,2018-10-22
656886617,ProductX,Sold,2019-12-16
830388,ProductX,Lost,2019-09-17
611241,ProductX,Sold,2018-06-23
730459,ProductX,Lost,2019-08-22
364504713,ProductX,Lost,2019-11-05
264026805,ProductX,Lost,2019-02-09
817977,ProductX,Sold,2018-03-17
400074632,ProductX,Lost,2018-04-15
640034,ProductX,Lost,2019-06-29
574753437,ProductX,Lost,2019-08-28
361743658,ProductX,Lost,2019-12-14
775982,ProductX,Lost,2019-09-12
650278245,ProductX,Sold,2018-04-07
166172346,ProductX,Lost,2018-06-28
673093043,ProductX,Sold,2019-09-23
663526343,ProductX,Sold,2019-10-26
353601930,ProductX,Sold,2019-11-10
491104,ProductX,Sold,2018-06-25
721755,ProductX,Lost,2019-03-25
662299910,ProductX,Lost,2019-11-05
652798710,ProductX,Sold,2018-01-06
532574692,ProductX,Sold,2019-05-02
558276805,ProductX,Lost,2018-11-14
474559385,ProductX,Lost,2018-01-15
591329,ProductX,Lost,2019-03-30
86629285,ProductX,Lost,2018-11-29
122453102,ProductX,Lost,2019-03-26
619457,ProductX,Lost,2019-05-11
497496127,ProductX,Lost,2018-12-02
2832033,ProductX,Lost,2019-05-27
770607,ProductX,Lost,2018-01-17
380499726,ProductX,Sold,2018-02-14
35367386,ProductX,Lost,2018-02-03
539156,ProductX,Lost,2018-11-19
638646653,ProductX,Lost,2019-07-02
752710,ProductX,Lost,2019-02-23
447275,ProductX,Lost,2019-05-08
491467568,ProductX,Sold,2019-04-06
444510998,ProductX,Lost,2019-11-24
464433110,ProductX,Lost,2018-03-20
313687975,ProductX,Lost,2019-09-20
480127,ProductX,Sold,2019-11-16
546842,ProductX,Lost,2018-04-09
546568,ProductX,Lost,2018-09-09
628523,ProductX,Lost,2019-06-15
677382,ProductX,Lost,2019-12-03
691228108,ProductX,Sold,2019-10-07
314187708,ProductX,Sold,2018-11-01
576920084,ProductX,Lost,2019-09-08
167898688,ProductX,Lost,2018-04-17
694215056,ProductX,Sold,2019-11-18
695937836,ProductX,Lost,2018-08-08
546389810,ProductX,Lost,2018-05-04
57076858,ProductX,Lost,2018-08-10
440675474,ProductX,Lost,2018-06-24
705691,ProductX,Lost,2019-06-23
512165593,ProductX,Lost,2018-05-04
109525880,ProductX,Lost,2018-08-29
727151,ProductX,Lost,2018-07-21
568951912,ProductX,Lost,2019-10-26
435701,ProductX,Lost,2019-08-30
433102,ProductX,Lost,2018-07-18
702462300,ProductX,Lost,2019-04-20
494020599,ProductX,Sold,2018-03-12
551811536,ProductX,Lost,2018-01-23
539186,ProductX,Lost,2018-05-15
635086,ProductX,Sold,2018-05-28
450933101,ProductX,Lost,2019-11-03
680473,ProductX,Lost,2018-09-04
773833,ProductX,Lost,2018-03-25
805910,ProductX,Lost,2019-10-09
769257,ProductX,Lost,2018-02-06
540234405,ProductX,Sold,2018-06-09
544669611,ProductX,Sold,2019-11-27
483927514,ProductX,Sold,2019-10-01
568492,ProductX,Lost,2018-02-16
564475,ProductX,Lost,2018-07-27
587041,ProductX,Lost,2018-12-20
483021,ProductX,Lost,2019-01-04
150892848,ProductX,Lost,2019-12-25
452595086,ProductX,Lost,2019-03-29
646560767,ProductX,Sold,2018-03-15
626882958,ProductX,Sold,2019-07-21
302964763,ProductX,Sold,2019-10-01
548125,ProductX,Lost,2019-02-18
601388921,ProductX,Lost,2019-09-05
650284761,ProductX,Sold,2019-08-09
635710940,ProductX,Sold,2019-09-17
537078535,ProductX,Lost,2018-07-20
535164,ProductX,Lost,2019-02-09
650440159,ProductX,Lost,2018-11-02
481754325,ProductX,Sold,2018-12-01
570899108,ProductX,Lost,2019-10-26
656969086,ProductX,Sold,2019-07-25
670658673,ProductX,Sold,2019-05-13
600270,ProductX,Lost,2019-03-26
270900311,ProductX,Sold,2018-06-10
271126894,ProductX,Sold,2018-04-30
673557544,ProductX,Lost,2018-05-23
734228,ProductX,Lost,2019-02-03
700178502,ProductX,Lost,2019-04-21
333476733,ProductX,Lost,2018-10-05
783699,ProductX,Lost,2019-06-26
614373571,ProductX,Sold,2018-01-15
168374835,ProductX,Lost,2018-11-02
695167839,ProductX,Sold,2019-09-20
619088848,ProductX,Sold,2018-10-30
769724,ProductX,Lost,2018-01-10
452161338,ProductX,Lost,2018-11-09
461637,ProductX,Lost,2018-11-20
580980,ProductX,Lost,2019-09-28
502318085,ProductX,Lost,2019-07-29
381289479,ProductX,Lost,2018-09-18
487997,ProductX,Lost,2019-05-05
171345584,ProductX,Lost,2019-09-03
145597804,ProductX,Lost,2019-12-24
137663139,ProductX,Lost,2019-02-03
687313339,ProductX,Lost,2019-06-28
794310,ProductX,Lost,2019-03-03
527025,ProductX,Lost,2018-03-05
714013277,ProductX,Lost,2019-09-08
380066927,ProductX,Lost,2019-09-30
615148795,ProductX,Sold,2019-08-02
705562471,ProductX,Sold,2019-10-27
721355,ProductX,Lost,2018-01-17
519933,ProductX,Lost,2019-07-25
32598371,ProductX,Sold,2018-01-08
263628502,ProductX,Sold,2018-04-04
813517,ProductX,Lost,2018-06-20
668399329,ProductX,Lost,2019-11-16
611616,ProductX,Lost,2019-10-30
209845490,ProductX,Lost,2018-01-15
416535159,ProductX,Lost,2018-06-21
499974169,ProductX,Lost,2018-11-20
679973676,ProductX,Lost,2018-02-27
677082698,ProductX,Sold,2018-04-22
566997093,ProductX,Lost,2018-03-20
616678977,ProductX,Lost,2019-06-29
93271080,ProductX,Lost,2018-11-03
562233651,ProductX,Lost,2019-07-23
308952772,ProductX,Lost,2018-08-04
612026076,ProductX,Lost,2018-06-18
559789,ProductX,Lost,2018-09-30
412455253,ProductX,Sold,2018-02-28
437408262,ProductX,Lost,2019-10-12
551181611,ProductX,Sold,2019-09-30
675758655,ProductX,Sold,2018-12-07
678203735,ProductX,Lost,2019-12-08
482672,ProductX,Lost,2018-10-21
626296,ProductX,Lost,2019-06-13
535613,ProductX,Lost,2018-02-16
173630610,ProductX,Lost,2019-08-23
31415479,ProductX,Lost,2018-07-05
284009218,ProductX,Lost,2019-08-27
516676254,ProductX,Sold,2018-02-05
483756327,ProductX,Lost,2019-08-06
245870375,ProductX,Sold,2018-01-29
275803384,ProductX,Lost,2019-07-20
376489792,ProductX,Lost,2018-06-24
557557,ProductX,Lost,2019-10-05
207839756,ProductX,Sold,2019-04-17
546731001,ProductX,Sold,2018-07-04
483304927,ProductX,Lost,2019-03-07
527495,ProductX,Lost,2019-02-10
686480971,ProductX,Lost,2018-10-30
507834432,ProductX,Lost,2018-07-06
444434169,ProductX,Sold,2019-08-20
463511824,ProductX,Lost,2019-05-19
167890910,ProductX,Lost,2018-05-20
636355978,ProductX,Sold,2018-08-10
673947,ProductX,Lost,2019-04-01
145371322,ProductX,Lost,2018-12-04
474531684,ProductX,Sold,2018-02-16
642155802,ProductX,Sold,2019-09-09
678191,ProductX,Sold,2019-09-14
601305,ProductX,Lost,2018-11-18
605601330,ProductX,Sold,2019-05-01
166381013,ProductX,Lost,2019-03-09
496020101,ProductX,Lost,2018-10-10
609535211,ProductX,Lost,2019-04-22
187279385,ProductX,Sold,2019-03-13
627159484,ProductX,Sold,2019-06-03
399034657,ProductX,Lost,2019-07-16
403499969,ProductX,Lost,2018-06-07
27850876,ProductX,Lost,2018-11-14
768717,ProductX,Lost,2019-06-12
791537,ProductX,Lost,2018-01-16
290968288,ProductX,Lost,2019-08-01
548751052,ProductX,Lost,2019-08-25
594460083,ProductX,Sold,2019-07-25
614332862,ProductX,Sold,2018-04-17
432727,ProductX,Lost,2019-05-13
659957884,ProductX,Sold,2019-10-26
550129,ProductX,Lost,2018-08-16
302595437,ProductX,Lost,2019-03-15
43100605,ProductX,Lost,2018-12-15
365420940,ProductX,Lost,2019-11-16
306443027,ProductX,Lost,2018-11-10
623706529,ProductX,Lost,2019-07-11
775768,ProductX,Lost,2019-01-08
692724466,ProductX,Lost,2019-08-19
545476,ProductX,Lost,2018-02-05
688611738,ProductX,Sold,2018-03-07
668423,ProductX,Lost,2018-06-23
565106678,ProductX,Sold,2019-11-12
675930365,ProductX,Sold,2019-02-22
555473,ProductX,Lost,2018-02-14
660103,ProductX,Sold,2018-05-30
459258,ProductX,Lost,2019-08-19
668830010,ProductX,Lost,2018-04-01
339568044,ProductX,Lost,2018-12-28
494864005,ProductX,Lost,2018-03-16
828262,ProductX,Lost,2019-04-27
535428217,ProductX,Lost,2019-07-03
578292346,ProductX,Lost,2019-06-26
96659541,ProductX,Lost,2019-11-24
613456402,ProductX,Lost,2019-12-11
351515182,ProductX,Sold,2019-01-04
657991,ProductX,Sold,2019-04-03
615321982,ProductX,Sold,2018-11-20
722666,ProductX,Lost,2019-09-18
96091288,ProductX,Sold,2019-06-12
698090115,ProductX,Lost,2018-01-20
661869115,ProductX,Lost,2019-07-22
465603,ProductX,Lost,2019-10-09
689971491,ProductX,Lost,2018-07-30
756154,ProductX,Lost,2019-03-07
790633,ProductX,Lost,2019-03-31
666887710,ProductX,Sold,2018-09-17
449079219,ProductX,Lost,2018-03-31
575365,ProductX,Lost,2019-05-21
666563911,ProductX,Lost,2018-09-04
439860916,ProductX,Sold,2019-10-02
718802,ProductX,Lost,2019-09-16
779572,ProductX,Lost,2018-03-17
615840466,ProductX,Sold,2019-02-18
710731,ProductX,Lost,2018-09-04
408578644,ProductX,Lost,2018-12-11
84480990,ProductX,Lost,2018-05-24
713548336,ProductX,Lost,2018-07-29
219881761,ProductX,Lost,2018-11-21
784637,ProductX,Lost,2019-04-12
230803076,ProductX,Lost,2019-04-01
769063,ProductX,Lost,2019-07-28
531709,ProductX,Lost,2019-03-18
614115,ProductX,Lost,2019-12-12
565825363,ProductX,Sold,2018-05-20
630840946,ProductX,Lost,2018-03-18
425265149,ProductX,Lost,2018-11-12
497253534,ProductX,Sold,2019-11-24
138902156,ProductX,Lost,2019-10-17
672317,ProductX,Lost,2019-11-03
570545753,ProductX,Lost,2019-12-19
615838495,ProductX,Sold,2018-06-12
684115385,ProductX,Sold,2019-03-08
395120892,ProductX,Lost,2018-08-08
762273,ProductX,Lost,2019-10-08
518813193,ProductX,Sold,2018-02-16
542296,ProductX,Lost,2019-08-15
587073,ProductX,Lost,2019-06-04
569762,ProductX,Lost,2019-03-22
466073014,ProductX,Lost,2019-03-29
505151962,ProductX,Lost,2018-05-24
669428823,ProductX,Lost,2019-12-26
320887182,ProductX,Sold,2018-03-30
605954510,ProductX,Lost,2018-01-15
684744926,ProductX,Lost,2019-11-22
151993030,ProductX,Lost,2018-02-15
500059580,ProductX,Sold,2018-01-02
403840196,ProductX,Lost,2019-04-07
851790,ProductX,Lost,2018-04-19
68505605,ProductX,Lost,2018-05-13
392618411,ProductX,Sold,2019-02-02
777882,ProductX,Lost,2019-11-14
698419223,ProductX,Sold,2018-10-23
496397979,ProductX,Lost,2019-11-29
698413376,ProductX,Sold,2018-04-15
714090,ProductX,Lost,2019-10-13
450865984,ProductX,Lost,2018-09-02
544059,ProductX,Lost,2018-10-22
653639247,ProductX,Lost,2019-12-11
696264975,ProductX,Lost,2018-02-17
590371,ProductX,Lost,2019-03-01
762067,ProductX,Lost,2018-02-01
669058,ProductX,Lost,2018-06-19
23022916,ProductX,Lost,2018-07-26
423957874,ProductX,Lost,2018-12-24
655167962,ProductX,Sold,2019-01-21
391178932,ProductX,Lost,2019-11-15
615616725,ProductX,Lost,2019-04-29
349291969,ProductX,Lost,2018-08-01
771366,ProductX,Lost,2019-09-07
506011895,ProductX,Lost,2019-01-19
683345,ProductX,Lost,2018-07-22
699863,ProductX,Lost,2018-10-25
704678645,ProductX,Sold,2019-09-16
780180,ProductX,Sold,2019-04-10
390972284,ProductX,Lost,2018-02-28
558639,ProductX,Lost,2018-07-09
534590106,ProductX,Lost,2018-12-03
586658,ProductX,Lost,2019-11-01
775743,ProductX,Lost,2019-07-29
70482513,ProductX,Lost,2019-02-15
14576716,ProductX,Sold,2018-01-23
300512128,ProductX,Lost,2018-06-25
65971958,ProductX,Lost,2019-11-05
420660815,ProductX,Lost,2019-06-22
667812580,ProductX,Lost,2019-06-09
388684740,ProductX,Sold,2019-05-04
83666158,ProductX,Lost,2018-02-24
491452439,ProductX,Sold,2018-10-30
593276095,ProductX,Lost,2019-10-08
656612505,ProductX,Sold,2018-12-19
269876975,ProductX,Lost,2018-06-08
602026944,ProductX,Lost,2018-09-13
683179657,ProductX,Sold,2019-06-23
703130,ProductX,Lost,2019-09-27
497299,ProductX,Lost,2019-03-05
648580,ProductX,Sold,2018-02-12
530592088,ProductX,Lost,2018-12-23
691507002,ProductX,Sold,2018-11-18
34654246,ProductX,Sold,2018-05-13
491511,ProductX,Lost,2018-10-18
274204594,ProductX,Lost,2019-05-27
739080,ProductX,Sold,2019-11-17
650590678,ProductX,Lost,2019-06-07
534124599,ProductX,Lost,2019-10-05
618848718,ProductX,Sold,2019-05-27
659315267,ProductX,Lost,2019-09-16
707115428,ProductX,Lost,2018-05-18
804739,ProductX,Lost,2019-01-14
660993588,ProductX,Sold,2018-11-13
652733463,ProductX,Lost,2018-08-25
732197,ProductX,Lost,2018-07-27
533449,ProductX,Lost,2019-01-20
670661791,ProductX,Sold,2018-04-21
326733830,ProductX,Lost,2019-12-11
677499093,ProductX,Lost,2019-05-09
281422713,ProductX,Lost,2018-01-14
360204079,ProductX,Lost,2019-03-08
526388,ProductX,Sold,2019-06-30
449087890,ProductX,Lost,2018-02-02
827994,ProductX,Lost,2019-06-14
647929251,ProductX,Sold,2018-10-13
662294303,ProductX,Lost,2018-11-28
666814549,ProductX,Sold,2018-08-23
509732597,ProductX,Lost,2018-04-24
627091286,ProductX,Lost,2018-08-29
259565403,ProductX,Sold,2018-07-31
617665,ProductX,Sold,2018-07-24
597934414,ProductX,Lost,2018-12-17
83477678,ProductX,Lost,2018-01-03
801867,ProductX,Lost,2018-09-06
347016222,ProductX,Lost,2019-11-13
557370715,ProductX,Lost,2019-07-23
614565751,ProductX,Sold,2019-06-30
613811043,ProductX,Lost,2018-04-19
515348,ProductX,Lost,2018-10-23
697457006,ProductX,Sold,2019-03-21
615707728,ProductX,Sold,2018-04-26
463815944,ProductX,Lost,2019-02-11
135265260,ProductX,Lost,2019-05-23
694043,ProductX,Lost,2019-01-07
334086624,ProductX,Lost,2019-03-18
544861430,ProductX,Lost,2018-06-01
608289,ProductX,Lost,2018-02-05
207876346,ProductX,Lost,2018-05-31
470424,ProductX,Sold,2018-05-04
571693,ProductX,Lost,2019-12-09
729623,ProductX,Lost,2019-06-08
788635,ProductX,Lost,2019-04-20
801820,ProductX,Lost,2019-09-04
211888684,ProductX,Lost,2018-10-06
650460868,ProductX,Lost,2018-10-16
530092,ProductX,Lost,2018-08-31
849159,ProductX,Lost,2019-09-13
195317859,ProductX,Lost,2018-07-24
145662395,ProductX,Lost,2019-10-20
289513881,ProductX,Lost,2019-12-07
812750,ProductX,Lost,2018-07-14
282973511,ProductX,Lost,2018-12-24
237556451,ProductX,Lost,2019-06-03
455653,ProductX,Lost,2018-08-01
536921820,ProductX,Lost,2018-02-06
616640641,ProductX,Sold,2019-07-18
841817,ProductX,Lost,2018-09-16
626757011,ProductX,Sold,2018-08-27
687566,ProductX,Lost,2019-11-17
284345188,ProductX,Lost,2019-05-17
245533410,ProductX,Lost,2018-03-12
601002167,ProductX,Lost,2018-06-09
562601308,ProductX,Sold,2018-10-06
575821200,ProductX,Sold,2018-09-08
477925825,ProductX,Lost,2018-09-05
235841361,ProductX,Lost,2019-05-29
643379495,ProductX,Lost,2019-07-13
546055646,ProductX,Sold,2018-10-08
216226013,ProductX,Sold,2019-06-28
589498954,ProductX,Lost,2019-10-13
567085545,ProductX,Lost,2019-02-07
652750336,ProductX,Lost,2018-06-20
627697,ProductX,Sold,2018-12-22
598778685,ProductX,Lost,2018-01-07
645301393,ProductX,Sold,2019-03-23
533185304,ProductX,Lost,2019-09-28
594487131,ProductX,Sold,2018-02-26
650523687,ProductX,Lost,2018-04-25
598729558,ProductX,Sold,2019-02-15
694041121,ProductX,Sold,2019-12-19
620519971,ProductX,Lost,2018-11-09
316400509,ProductX,Lost,2019-10-19
